Id_planta,Id_Entity,Code,name,capacity_mw,primary_fuel
32633,293,USA,Smallwood,1.2,Hydro
32634,293,USA,Smarr Energy Center,242.0,Gas
32635,293,USA,Smith & Wesson at Springfield MA PV,1.9,Solar
32636,293,USA,Smith (NH),15.0,Hydro
32637,293,USA,Smith (VT),1.5,Hydro
32638,293,USA,Smith College Central Heating Plant,5.3,Gas
32639,293,USA,Smith Falls Hydro Project,38.1,Hydro
32640,293,USA,Smith Island,1.7,Oil
32641,293,USA,Smith Mountain,547.5,Hydro
32642,293,USA,Smithfield Farmland Corp Bladen,28.5,Oil
32643,293,USA,Smithfield Packaged Meats Corp.,9.2,Oil
32644,293,USA,Smithfield Packaged Meats Corp.,2.8,Oil
32645,293,USA,Smithland Hydroelectric Plant,75.9,Hydro
32646,293,USA,Smoky Hills Wind Project Phase I,100.8,Wind
32647,293,USA,Smoky Hills Wind Project Phase II,148.5,Wind
32648,293,USA,Snake Creek,1.2,Hydro
32649,293,USA,Snake River,19.2,Oil
32650,293,USA,Snettisham,78.2,Hydro
32651,293,USA,Snider Industries,5.0,Waste
32652,293,USA,Snoqualmie,12.8,Hydro
32653,293,USA,Snoqualmie 2,38.7,Hydro
32654,293,USA,Snow Camp Solar  LLC,5.2,Solar
32655,293,USA,Snow Hill Solar 2 LLC,2.0,Solar
32656,293,USA,Snowbird Power Plant,1.7999999999999998,Gas
32657,293,USA,Snowden,5.0,Hydro
32658,293,USA,Snyder Wind Farm,63.0,Wind
32659,293,USA,SoINCPower5  LLC,5.0,Solar
32660,293,USA,SoINCPower6  LLC,5.0,Solar
32661,293,USA,Soboba Community Solar Project,1.0,Solar
32662,293,USA,Sod Run WTP A,2.0,Solar
32663,293,USA,Soda,14.5,Hydro
32664,293,USA,Soda Lake 3,26.0,Geothermal
32665,293,USA,Soda Lake Geothermal No I II,21.0,Geothermal
32666,293,USA,Soda Springs,11.0,Hydro
32667,293,USA,Soft Maple,16.0,Hydro
32668,293,USA,Sol Orchard El Centro PV,20.0,Solar
32669,293,USA,SolaireHolman Solar Project,50.0,Solar
32670,293,USA,Solana Generating Station,280.0,Solar
32671,293,USA,Solano County Cogen Plant,2.8,Gas
32672,293,USA,Solano Wind,228.2,Wind
32673,293,USA,Solar Blythe 2,20.0,Solar
32674,293,USA,Solar Blythe LLC,21.0,Solar
32675,293,USA,Solar Borrego I,26.0,Solar
32676,293,USA,Solar Gen 2 Solar Facility,163.2,Solar
32677,293,USA,Solar Glynn,18.0,Solar
32678,293,USA,Solar Las Vegas MB 2  LLC,1.9,Solar
32679,293,USA,Solar Las Vegas MB-1,5.0,Solar
32680,293,USA,Solar Mule  LLC,1.5,Solar
32681,293,USA,Solar Oasis LLC,20.0,Solar
32682,293,USA,Solar Park Gainesville  LLC,1.6,Solar
32683,293,USA,Solar Photovoltaic Project #02,1.0,Solar
32684,293,USA,Solar Photovoltaic Project #03,1.0,Solar
32685,293,USA,Solar Photovoltaic Project #05,2.5,Solar
32686,293,USA,Solar Photovoltaic Project #06,2.0,Solar
32687,293,USA,Solar Photovoltaic Project #07,2.5,Solar
32688,293,USA,Solar Photovoltaic Project #08,2.0,Solar
32689,293,USA,Solar Photovoltaic Project #09,1.0,Solar
32690,293,USA,Solar Photovoltaic Project #10,1.5,Solar
32691,293,USA,Solar Photovoltaic Project #11,3.5,Solar
32692,293,USA,Solar Photovoltaic Project #13,3.5,Solar
32693,293,USA,Solar Photovoltaic Project #15,3.5,Solar
32694,293,USA,Solar Photovoltaic Project #16,1.5,Solar
32695,293,USA,Solar Photovoltaic Project #17,3.5,Solar
32696,293,USA,Solar Photovoltaic Project #18,1.5,Solar
32697,293,USA,Solar Photovoltaic Project #22,2.0,Solar
32698,293,USA,Solar Photovoltaic Project #23,2.5,Solar
32699,293,USA,Solar Photovoltaic Project #26,6.0,Solar
32700,293,USA,Solar Photovoltaic Project #27,2.0,Solar
32701,293,USA,Solar Photovoltaic Project #28,3.5,Solar
32702,293,USA,Solar Photovoltaic Project #32,1.5,Solar
32703,293,USA,Solar Photovoltaic Project #33,1.0,Solar
32704,293,USA,Solar Photovoltaic Project #42,5.0,Solar
32705,293,USA,Solar Photovoltaic Project #48,5.0,Solar
32706,293,USA,Solar Star 1,318.0,Solar
32707,293,USA,Solar Star 2,279.0,Solar
32708,293,USA,Solar Star California  XLI  LLC,54.0,Solar
32709,293,USA,Solar Star California  XLIV  LLC,9.5,Solar
32710,293,USA,Solar Star California II LLC,2.0,Solar
32711,293,USA,Solar Star New Jersey NJ LLC,1.5,Solar
32712,293,USA,Solar Star North Carolina II LLC,6.5,Solar
32713,293,USA,Solar Star Oregon II,56.3,Solar
32714,293,USA,Solar Star Palo Alto I  LLC,1.3,Solar
32715,293,USA,Soldotna,50.0,Gas
32716,293,USA,Solean Solar Project,4.0,Solar
32717,293,USA,Soliloquoy Ridge LLC,1.9,Wind
32718,293,USA,Solomon Forks Wind Project  LLC,275.6,Wind
32719,293,USA,Solomon Gulch,12.0,Hydro
32720,293,USA,Solon Diesel,8.0,Oil
32721,293,USA,Solten Plainville 6000  LLC,4.9,Solar
32722,293,USA,Soluga Farms 1,5.0,Solar
32723,293,USA,Soluga Farms 2 LLC,5.0,Solar
32724,293,USA,Soluga Farms III,5.0,Solar
32725,293,USA,Soluga Farms IV,3.4,Solar
32726,293,USA,Solverde 1,85.0,Solar
32727,293,USA,Solway CT,51.3,Gas
32728,293,USA,Somers Solar Center  LLC,5.0,Solar
32729,293,USA,Somerset Operating Co LLC,655.1,Coal
32730,293,USA,Somerset Plant,107.1,Biomass
32731,293,USA,Somerset Windpower LLC,9.0,Wind
32732,293,USA,Somersworth Lower Great Dam,1.3,Hydro
32733,293,USA,Somerville Solar,2.3,Solar
32734,293,USA,Sonne One,5.0,Solar
32735,293,USA,Sonne Two,5.0,Solar
32736,293,USA,Sonoco Products Co,40.5,Waste
32737,293,USA,Sonoma California Geothermal,78.0,Geothermal
32738,293,USA,Sonoma Central Landfill Phase I,3.2,Waste
32739,293,USA,Sonoma Central Landfill Phase II,3.2,Waste
32740,293,USA,Sonoma Central Landfill Phase III,1.6,Waste
32741,293,USA,Sonoma County Fuel Cell,1.4,Gas
32742,293,USA,Sonora 1,1.5,Solar
32743,293,USA,Sooner,1138.0,Coal
32744,293,USA,Sophie Solar,4.5,Solar
32745,293,USA,Soul City Solar,3.5,Solar
32746,293,USA,South,6.7,Hydro
32747,293,USA,South Atlantic Services Solar Farm I,1.6,Solar
32748,293,USA,South Bay Fuel Cell Plant,1.5,Biomass
32749,293,USA,South Belridge Cogeneration Facility,94.2,Gas
32750,293,USA,South Cairo,21.6,Oil
32751,293,USA,South Canal Hydro-1,4.0,Hydro
32752,293,USA,South Canal Hydro-3,3.5,Hydro
32753,293,USA,South Chestnut LLC,50.4,Wind
32754,293,USA,South Colton,21.0,Hydro
32755,293,USA,South Columbus Water Resource Facility,3.6,Biomass
32756,293,USA,South Consolidated,1.4,Hydro
32757,293,USA,South Dakota Wind Energy Cente,40.5,Wind
32758,293,USA,South District Wastewater Treatment Plt,8.0,Biomass
32759,293,USA,South Dry Creek Hydro,2.0,Hydro
32760,293,USA,South Edwards,4.0,Hydro
32761,293,USA,South Energy Center,11.5,Gas
32762,293,USA,South Fond Du Lac,381.6,Gas
32763,293,USA,South Fork,2.0,Hydro
32764,293,USA,South Fork Tolt,16.8,Hydro
32765,293,USA,South Fork Wind Farm,13.0,Wind
32766,293,USA,South Forks Hydro,8.0,Hydro
32767,293,USA,South Generation,6.6000000000000005,Oil
32768,293,USA,South Georgia Medical Center,5.5,Oil
32769,293,USA,South Glens Falls Hydroelectric,13.8,Hydro
32770,293,USA,South Hampton,11.5,Oil
32771,293,USA,South Harper,351.0,Gas
32772,293,USA,South Holston,38.5,Hydro
32773,293,USA,South Hurlburt Wind LLC,290.0,Wind
32774,293,USA,South Louisburg Solar,5.0,Solar
32775,293,USA,South Main Street,15.8,Oil
32776,293,USA,South Meadow,167.2,Oil
32777,293,USA,South Milford Solar Plant,2.9,Solar
32778,293,USA,South Mills Solar  LLC,3.0,Solar
32779,293,USA,South Oak Creek,1240.0,Coal
32780,293,USA,South Oaks Hospital,1.0,Gas
32781,293,USA,South Plains II,300.0,Wind
32782,293,USA,South Plains Wind Phase I,200.0,Wind
32783,293,USA,South Plant,12.0,Oil
32784,293,USA,South Point Energy Center,708.0,Gas
32785,293,USA,South Robeson Farm,5.0,Solar
32786,293,USA,South Sioux City Solar,2.3,Solar
32787,293,USA,South Solar,2.0,Solar
32788,293,USA,South Strawberry,3.6,Oil
32789,293,USA,South Texas Project,2708.6,Nuclear
32790,293,USA,South Trent Wind Farm,101.2,Wind
32791,293,USA,South Valley Solar Energy Center,10.0,Solar
32792,293,USA,South Winston Farm  LLC,5.2,Solar
32793,293,USA,Southampton Power Station,71.1,Waste
32794,293,USA,Southampton Solar  LLC,100.0,Solar
32795,293,USA,Southampton Solar PV,2.0,Solar
32796,293,USA,Southbridge Landfill Gas-to-Energy,1.6,Waste
32797,293,USA,Southbridge PV,3.0,Solar
32798,293,USA,Southbridge Solar,1.9,Solar
32799,293,USA,Southcentral Power Project,203.9,Gas
32800,293,USA,Southeast Berrien Generating Facility,4.8,Waste
32801,293,USA,Southeast Chicago Energy Project,407.19999999999993,Gas
32802,293,USA,Southeast Kern River Cogen,30.8,Gas
32803,293,USA,Southeast Resource Recovery,35.6,Waste
32804,293,USA,Southeast Steam Plant,13.0,Gas
32805,293,USA,Southerland Farm Solar,5.0,Solar
32806,293,USA,Southern Current One  LLC,10.2,Solar
32807,293,USA,Southern Minnesota Beet Sugar,7.5,Coal
32808,293,USA,Southern Sky Renew Energy Berkley LLC,3.0,Solar
32809,293,USA,Southold,14.0,Oil
32810,293,USA,Southside Water Reclamation Plant,6.6,Gas
32811,293,USA,Southwark,74.4,Oil
32812,293,USA,Southwestern,658.0,Gas
32813,293,USA,Southwestern Bell Telephone,17.200000000000003,Oil
32814,293,USA,Southwick Solar PV,5.0,Solar
32815,293,USA,Sowega Power,99.6,Gas
32816,293,USA,Space Coast Next Gen Solar Energy,10.0,Solar
32817,293,USA,Spalding,2.1,Oil
32818,293,USA,Spanish Fork,3.6,Hydro
32819,293,USA,Spanish Fork Wind Park 2 LLC,18.9,Wind
32820,293,USA,Spartan,8.3,Solar
32821,293,USA,Spartan Hills LLC,1.9,Wind
32822,293,USA,Spartan PV 1  LLC,10.5,Solar
32823,293,USA,Spartanburg Water System,4.3,Oil
32824,293,USA,Spaulding 1,7.0,Hydro
32825,293,USA,Spaulding 2,3.7,Hydro
32826,293,USA,Spaulding 3,6.6,Hydro
32827,293,USA,Spearfish Hydro,4.0,Hydro
32828,293,USA,Spearville,148.5,Wind
32829,293,USA,Spearville 3 LLC,108.0,Wind
32830,293,USA,Spectrum Solar PV Power Project,30.2,Solar
32831,293,USA,Spencer,126.5,Gas
32832,293,USA,Spencer Farm  LLC,5.0,Solar
32833,293,USA,Spencer Gas Turbine,23.8,Oil
32834,293,USA,Spica Community Solar,2.0,Solar
32835,293,USA,Spicer Meadow Project,5.9,Hydro
32836,293,USA,Spicewood Solar Farm LLC,5.0,Solar
32837,293,USA,Spier Falls,56.0,Hydro
32838,293,USA,Spillway,2.0,Hydro
32839,293,USA,Spindle Hill Energy Center,420.0,Gas
32840,293,USA,Spinning Spur Wind II,161.0,Wind
32841,293,USA,Spinning Spur Wind III,194.0,Wind
32842,293,USA,Spinning Spur Wind LLC,161.0,Wind
32843,293,USA,Spion Kop Wind Farm,40.0,Wind
32844,293,USA,Spirit Mound,135.0,Oil
32845,293,USA,Spirit Mountain,4.5,Hydro
32846,293,USA,Spiritwood Station,106.2,Gas
32847,293,USA,Spokane Waste to Energy,26.0,Waste
32848,293,USA,Sprague Hydro,1.2,Hydro
32849,293,USA,Spreckels Sugar Company,8.9,Gas
32850,293,USA,Spring Canyon,60.0,Wind
32851,293,USA,Spring Canyon Expansion Wind Energy Ctr,62.6,Wind
32852,293,USA,Spring Creek,180.0,Hydro
32853,293,USA,Spring Creek Energy Center,338.0,Gas
32854,293,USA,Spring Gap,6.0,Hydro
32855,293,USA,Spring Hill Road,1.9,Solar
32856,293,USA,Spring House,3.8,Gas
32857,293,USA,Spring Mill Solar RES,1.1,Solar
32858,293,USA,Spring Street Solar 1 CSG,2.0,Solar
32859,293,USA,Spring Valley,7.1,Oil
32860,293,USA,Spring Valley Farm 2  LLC,5.0,Solar
32861,293,USA,Spring Valley Wind Project,150.0,Wind
32862,293,USA,Springbok 3 Solar Farm Hybrid,91.5,Solar
32863,293,USA,Springbok Solar Farm 1,105.0,Solar
32864,293,USA,Springbok Solar Farm 2,155.0,Solar
32865,293,USA,Springdale 1 & 2,87.6,Gas
32866,293,USA,Springer Solar 1,1.0,Solar
32867,293,USA,Springerville,1779.2000000000005,Coal
32868,293,USA,Springfield (CO),2.7,Oil
32869,293,USA,Springfield (MN),9.0,Oil
32870,293,USA,Springfield Power LLC,20.0,Waste
32871,293,USA,Springfield Solar 1 LLC,4.9,Solar
32872,293,USA,Springfield Solar LLC,1.5,Solar
32873,293,USA,Springfield Solar PV,4.0,Solar
32874,293,USA,Springfield Solar Project,7.5,Solar
32875,293,USA,Springhill Gas Recovery Plant,4.8,Waste
32876,293,USA,Springs Generating Station,40.0,Gas
32877,293,USA,Springview,3.0,Wind
32878,293,USA,Springville Hydroelectric,1.0,Hydro
32879,293,USA,Spruance Operating Services LLC,229.6,Coal
32880,293,USA,Spruce - WCMD - Creek,2.0,Solar
32881,293,USA,Spruce - WCMD - Resh I,2.0,Solar
32882,293,USA,Spruce - WCMD - Rubble I,2.0,Solar
32883,293,USA,Spruce - WCMD - Rubble II,2.0,Solar
32884,293,USA,Spruce Mountain WInd,20.0,Wind
32885,293,USA,Spruce Ridge Gas Recovery,3.2,Waste
32886,293,USA,Squa Pan Hydro Station,1.5,Hydro
32887,293,USA,St Bonifacius,61.2,Oil
32888,293,USA,St Clair,1233.5,Coal
32889,293,USA,St Croix Falls,23.2,Hydro
32890,293,USA,St Francis,5.1000000000000005,Oil
32891,293,USA,St Francis Energy Facility,506.6,Gas
32892,293,USA,St Francisville Mill,12.5,Biomass
32893,293,USA,St George Red Rock,14.0,Oil
32894,293,USA,St James,12.0,Oil
32895,293,USA,St John,5.0,Oil
32896,293,USA,St Johns Riverside Hospital,2.4000000000000004,Oil
32897,293,USA,St Joseph Energy Center,780.0,Gas
32898,293,USA,St Joseph Landfill Generating Station,1.6,Waste
32899,293,USA,St Louis,7.1000000000000005,Oil
32900,293,USA,St Lucie,2160.0,Nuclear
32901,293,USA,St Marys,25.0,Oil
32902,293,USA,St Marys IC,6.5,Oil
32903,293,USA,St Nicholas Cogen Project,99.2,Coal
32904,293,USA,St Paul Cogeneration,37.0,Waste
32905,293,USA,St Stephen,84.0,Hydro
32906,293,USA,St. Albans SPEED Project,2.0,Solar
32907,293,USA,St. Charles Power Plant,8.8,Oil
32908,293,USA,St. Charles Power Station (LA),1000.0,Gas
32909,293,USA,St. Charles Solar,2.0,Solar
32910,293,USA,St. Cloud Solar CSG,5.0,Solar
32911,293,USA,St. Johns Episcopal Hospital,1.2,Oil
32912,293,USA,St. Joseph Hospital,1.1,Oil
32913,293,USA,St. Joseph's Solar  LLC CSG,1.0,Solar
32914,293,USA,St. Lawerence University - Sutton,2.0,Solar
32915,293,USA,St. Luke's Cornwall Hospital,1.7,Oil
32916,293,USA,St. Mary Clean Energy Center,58.2,Cogeneration
32917,293,USA,St. Mary's Hospital For Children,1.5,Oil
32918,293,USA,St. Matthews Solar,10.2,Solar
32919,293,USA,St. Olaf StandBy Generators,4.1,Oil
32920,293,USA,St. Olaf Wind Turbine,1.6,Wind
32921,293,USA,St. Paul Intl Airport Red & Blue Parking,3.2,Solar
32922,293,USA,St. Pauls Solar 1  LLC,4.9,Solar
32923,293,USA,St. Pauls Solar 2,5.0,Solar
32924,293,USA,St.Joseph's Regional Medical Center,6.1,Oil
32925,293,USA,Stafford,2.5,Oil
32926,293,USA,Stafford Hill Solar Hybrid,4.0,Storage
32927,293,USA,Stafford MS Ground Mount Community Solar,2.0,Solar
32928,293,USA,Stafford St 2 Community Solar,1.9,Solar
32929,293,USA,Stafford St Solar 1 CSG,2.0,Solar
32930,293,USA,Stafford St Solar 3 CSG,1.0,Solar
32931,293,USA,Stage Gulch Solar,1.0,Solar
32932,293,USA,Stagecoach Solar,5.0,Solar
32933,293,USA,Stahl Wind Energy,1.7,Wind
32934,293,USA,Stainback Solar Farm,5.0,Solar
32935,293,USA,Stairs,1.0,Hydro
32936,293,USA,Stampede,3.6,Hydro
32937,293,USA,Stanberry,4.3,Gas
32938,293,USA,Standby Generation Plant,13.700000000000005,Gas
32939,293,USA,Stanford Campus Solar,3.4,Solar
32940,293,USA,Stanislaus,81.9,Hydro
32941,293,USA,Stanton Energy Center,1262.0,Coal
32942,293,USA,Stanton Wind Energy LLC,120.0,Wind
32943,293,USA,Staples La Mirada  CA,1.1,Solar
32944,293,USA,Star Point Wind Project LLC,98.7,Wind
32945,293,USA,Star Solar,5.0,Solar
32946,293,USA,Starbucks - Evolution Fresh,1.1,Gas
32947,293,USA,Stark,26.0,Hydro
32948,293,USA,Starr,5.0,Solar
32949,293,USA,Starratt Solar,5.0,Solar
32950,293,USA,Starvation,9.9,Solar
32951,293,USA,State Auto Insurance,1.7,Oil
32952,293,USA,State Center,6.3,Oil
32953,293,USA,State Farm,5.1,Oil
32954,293,USA,State Farm Insur Support Center Central,10.8,Oil
32955,293,USA,State Farm Support Center East,10.8,Oil
32956,293,USA,State Line Combined Cycle,690.5,Gas
32957,293,USA,State Street Solar LLC,1.4,Solar
32958,293,USA,Stateline Solar,299.5,Solar
32959,293,USA,Statesville  Highway 64,1.8,Oil
32960,293,USA,Statesville Delivery No 3,2.2,Oil
32961,293,USA,Statesville Solar,5.0,Solar
32962,293,USA,Station 9 Energy Storage System,2.0,Storage
32963,293,USA,Station H,43.0,Gas
32964,293,USA,Station I,38.0,Oil
32965,293,USA,Staunton,4.0,Solar
32966,293,USA,Steamboat Hills LP,21.8,Geothermal
32967,293,USA,Steamboat II,18.2,Geothermal
32968,293,USA,Steamboat III,18.2,Geothermal
32969,293,USA,Stearns Community Solar One LLC CSG,1.0,Solar
32970,293,USA,Stearns Solar I,1.0,Solar
32971,293,USA,Stebbins,2.0,Oil
32972,293,USA,Steel Bridge Solar  LLC,2.3,Solar
32973,293,USA,Steel Sun,2.0,Solar
32974,293,USA,Steel Sun 2: 2303-III-2 Hamburg Tpke,2.0,Solar
32975,293,USA,Steel Sun 2: 2303-III-4 Hamburg Tpke,2.0,Solar
32976,293,USA,Steel Sun 2: 2303-III-9 Hamburg Tpke,2.0,Solar
32977,293,USA,Steel Winds II,15.0,Wind
32978,293,USA,Steel Winds Wind Farm,20.0,Wind
32979,293,USA,Steele Flats Wind Project LLC,74.8,Wind
32980,293,USA,Stella Wind Farm,201.0,Wind
32981,293,USA,Stenner Creek Solar,4.5,Solar
32982,293,USA,Stephens Ranch Wind Energy LLC,376.0,Wind
32983,293,USA,Stephentown Spindle,20.0,Storage
32984,293,USA,Sterling,10.3,Oil
32985,293,USA,Sterling I Wind Farm,29.9,Wind
32986,293,USA,Sterling PV 3,1.6,Solar
32987,293,USA,Sterling Power Plant,65.3,Gas
32988,293,USA,Sterling Solar (TX),10.0,Solar
32989,293,USA,Sterlington,59.3,Gas
32990,293,USA,Sterlington Greenworks LLC,1.3,Solar
32991,293,USA,Stetson Road Solar - Barre I,2.0,Solar
32992,293,USA,Stetson Wind I,57.0,Wind
32993,293,USA,Stetson Wind II,25.5,Wind
32994,293,USA,Stevens Community Medical Center,1.0,Oil
32995,293,USA,Stevens Creek,17.599999999999998,Hydro
32996,293,USA,Stevens Mills Dam,1.9,Hydro
32997,293,USA,Stevens Point,4.8,Hydro
32998,293,USA,Stevens Point Mill,7.6,Gas
32999,293,USA,Stevenson,30.5,Hydro
33000,293,USA,Stewart Mountain,13.0,Hydro
33001,293,USA,Stewarts Bridge,38.5,Hydro
33002,293,USA,Stikeleather Farm,5.0,Solar
33003,293,USA,Stiles,1.0,Hydro
33004,293,USA,Stillwater B,2.4000000000000004,Hydro
33005,293,USA,Stillwater Energy Center,56.400000000000006,Gas
33006,293,USA,Stillwater Facility,69.19999999999999,Geothermal
33007,293,USA,Stillwater Hydro Electric Project,3.4,Hydro
33008,293,USA,Stillwater Hydro Station,1.8000000000000005,Hydro
33009,293,USA,Stillwater Reservoir Hydro,1.8,Hydro
33010,293,USA,Stillwater Water Treatment Plant,2.0,Oil
33011,293,USA,Stillwater Wind  LLC,79.7,Wind
33012,293,USA,Stock Island,126.5,Oil
33013,293,USA,Stockton,6.0,Gas
33014,293,USA,Stockton Athletic Center,1.4,Solar
33015,293,USA,Stockton Biomass,54.0,Waste
33016,293,USA,Stockton Hydro,52.0,Hydro
33017,293,USA,Stoltze CoGen1,2.8,Waste
33018,293,USA,Stone Creek,12.0,Hydro
33019,293,USA,Stone Hill Solar CSG,2.0,Solar
33020,293,USA,Stone Solar,5.0,Solar
33021,293,USA,Stoneray Power Partners  LLC,100.0,Wind
33022,293,USA,Stonewall,812.0,Gas
33023,293,USA,Stoney Corners Wind Farm,60.0,Wind
33024,293,USA,Stony Brook,534.6,Oil
33025,293,USA,Stony Brook Cogen Plant,47.0,Gas
33026,293,USA,Stony Creek Wind Farm LLC,52.5,Wind
33027,293,USA,Stony Creek Wind Farm NY,94.4,Wind
33028,293,USA,Stony Gorge,5.0,Hydro
33029,293,USA,Storm Lake 1,113.9,Wind
33030,293,USA,Storm Lake II,80.2,Wind
33031,293,USA,Storrie Lake Solar Project,1.9,Solar
33032,293,USA,Story City,13.9,Oil
33033,293,USA,Story City Wind Project,1.5,Wind
33034,293,USA,Stout Farm,5.0,Solar
33035,293,USA,Stow PV,2.0,Solar
33036,293,USA,Strata Roof 1,1.0,Solar
33037,293,USA,Strauss CSG,2.0,Solar
33038,293,USA,Strawberry Creek,1.5,Hydro
33039,293,USA,Strawberry Point DPC Solar,1.3,Solar
33040,293,USA,Streator Cayuga Ridge South,300.0,Wind
33041,293,USA,Streeter Station,51.5,Gas
33042,293,USA,Strider Solar  LLC,5.0,Solar
33043,293,USA,Strontia Springs Hydro Plant,1.0,Hydro
33044,293,USA,Stroud Solar Station,20.0,Solar
33045,293,USA,Stryker,19.0,Oil
33046,293,USA,Stryker 22  L.L.C.,19.8,Storage
33047,293,USA,Stryker Creek,713.4000000000001,Gas
33048,293,USA,Stuart (IA),2.8000000000000003,Oil
33049,293,USA,Stuart (NE),1.9,Oil
33050,293,USA,Sturgeon,14.4,Hydro
33051,293,USA,Sturgis City Diesel Plant,6.0,Oil
33052,293,USA,Stuttgart Solar,81.0,Solar
33053,293,USA,Stuyvesant Falls,6.0,Hydro
33054,293,USA,Sub 12,18.6,Gas
33055,293,USA,Sub 2 Generating Station,3.6,Oil
33056,293,USA,Sub 3 Generating Station,7.2,Oil
33057,293,USA,Substation 20 Plant,2.0,Gas
33058,293,USA,Suburban Landfill Gas Recovery,5.6,Waste
33059,293,USA,Sudbury Landfill,1.3,Solar
33060,293,USA,Sudbury Solar,2.0,Solar
33061,293,USA,Sue Cleveland High School,1.0,Solar
33062,293,USA,Suffolk Energy Partners LP,3.2,Waste
33063,293,USA,Sugar Creek Power,619.4,Gas
33064,293,USA,Sugar Island,4.0,Hydro
33065,293,USA,Sugar Run Solar,5.0,Solar
33066,293,USA,Sugarhill Road - Solitude Solar CSG,5.0,Solar
33067,293,USA,Sugarloaf Hydro Plant,2.5,Hydro
33068,293,USA,Sullivan,15.399999999999997,Hydro
33069,293,USA,Sullivan (IL),25.4,Oil
33070,293,USA,Sullivan County - Adult Care Solar,2.0,Solar
33071,293,USA,Sullivan Solar,1.5,Solar
33072,293,USA,Sullivan Solar  LLC,5.2,Solar
33073,293,USA,Sulphur Springs,20.0,Solar
33074,293,USA,Sumas Power Plant,125.5,Gas
33075,293,USA,Summer Falls Power Plant,92.0,Hydro
33076,293,USA,Summer North Solar,6.5,Solar
33077,293,USA,Summer Solar A2,1.5,Solar
33078,293,USA,Summer Solar B2,1.5,Solar
33079,293,USA,Summer Solar C2,1.5,Solar
33080,293,USA,Summer Solar D2,1.0,Solar
33081,293,USA,Summer Solar LLC,20.0,Solar
33082,293,USA,Summit Associates,1.9,Solar
33083,293,USA,Summit Farms Solar,60.0,Solar
33084,293,USA,Summit Lake,84.8,Gas
33085,293,USA,Summit Street Power Plant,13.2,Gas
33086,293,USA,Summit Water Nexus Mt. Holly  LLC Solar,1.0,Solar
33087,293,USA,Sumner,5.6,Oil
33088,293,USA,Sumpter,340.0,Gas
33089,293,USA,Sumpter Energy Associates,11.2,Waste
33090,293,USA,Sumrall I Solar Farm,52.0,Solar
33091,293,USA,Sumrall II Solar Farm,52.0,Solar
33092,293,USA,Sun City Project LLC,20.0,Solar
33093,293,USA,Sun Devil Solar,5.0,Solar
33094,293,USA,Sun Farm V  LLC,5.0,Solar
33095,293,USA,Sun Farm VI  LLC,5.0,Solar
33096,293,USA,Sun Harvest Solar NDP1,1.5,Solar
33097,293,USA,Sun Peak Generating Station,222.0,Gas
33098,293,USA,Sun River LLC,1.9,Wind
33099,293,USA,Sun Trust Plaza,2.4,Oil
33100,293,USA,SunAnza,2.0,Solar
33101,293,USA,SunE Alamosa,8.2,Solar
33102,293,USA,SunE CPS1 LLC,10.0,Solar
33103,293,USA,SunE CPS2 LLC,10.0,Solar
33104,293,USA,SunE CPS3 LLC,10.6,Solar
33105,293,USA,SunE EPE1 LLC,10.0,Solar
33106,293,USA,SunE EPE2 LLC,12.0,Solar
33107,293,USA,SunE Feely 1 CSG  LLC,5.0,Solar
33108,293,USA,SunE Rochester,1.0,Solar
33109,293,USA,SunE Stolee CSG  LLC,3.0,Solar
33110,293,USA,SunE- E Philadelphia Ontario,1.0,Solar
33111,293,USA,SunEdison Anheuser Busch Fairfield,1.0,Solar
33112,293,USA,SunEdison Ironwood State Prison,1.0,Solar
33113,293,USA,SunEdison LV Sutton Plant Site,1.2,Solar
33114,293,USA,SunEdison Procter & Gamble Oxnard,1.0,Solar
33115,293,USA,SunEdison Walgreens Moreno Valley,1.0,Solar
33116,293,USA,SunEdison Walmart Apple Valley DC,1.0,Solar
33117,293,USA,SunEnergy1-Scotland Neck  LLC,3.0,Solar
33118,293,USA,SunGen Sharon 1 LLC,1.8,Solar
33119,293,USA,SunSelect1,6.6,Gas
33120,293,USA,Sunbury Generation LP,52.7,Oil
33121,293,USA,Sundance,605.0,Gas
33122,293,USA,Sunderland Solar PV,1.1,Solar
33123,293,USA,Sunfish Farm,5.0,Solar
33124,293,USA,Sunflower Solar,16.0,Solar
33125,293,USA,Sunflower Wind Project,104.0,Wind
33126,293,USA,Sunlight Beacon,2.0,Solar
33127,293,USA,Sunnyside Cogen Associates,58.1,Coal
33128,293,USA,Sunnyside Ranch Community Solar Array,1.5,Solar
33129,293,USA,Sunnyvale City of WPCP,1.6,Waste
33130,293,USA,Sunray 2,20.0,Solar
33131,293,USA,Sunray 3,13.8,Solar
33132,293,USA,Sunray Wind I,49.5,Wind
33133,293,USA,Sunrise Community Solar,5.0,Solar
33134,293,USA,Sunrise Power LLC,605.4,Gas
33135,293,USA,Sunset Breeze LLC,1.3,Wind
33136,293,USA,Sunset Reservoir North Basin,4.5,Solar
33137,293,USA,Sunshine Gas Producers,23.0,Waste
33138,293,USA,Sunshine Gateway Solar Energy Center,74.5,Solar
33139,293,USA,Sunshine Valley Solar,103.5,Solar
33140,293,USA,Superior,64.0,Oil
33141,293,USA,Superior Falls,1.4,Hydro
33142,293,USA,Superior Landfill Gas Recovery,6.4,Waste
33143,293,USA,Surry,1695.0,Nuclear
